,bday,bio,country,isFam,isPol,midname,money,name,profession,surname
92,1984-10-25,"Katheryn Elizabeth Hudson (born October 25, 1984), known professionally as Katy Perry, is an American singer, songwriter, and television personality. After singing in church during her childhood, she pursued a career in gospel music as a teenager. Perry signed with Red Hill Records and released her debut studio album Katy Hudson under her birth name in 2001, which was commercially unsuccessful. She moved to Los Angeles the following year to venture into secular music after Red Hill ceased operations and she subsequently began working with producers Glen Ballard, Dr. Luke, and Max Martin. After adopting the stage name Katy Perry and being dropped by The Island Def Jam Music Group and Columbia Records, she signed a recording contract with Capitol Records in April 2007.
",UNITED STATES,1,0,,0.0,Katy,"Singer, songwriter, actress, businesswoman, philanthropist, television judge",Perry
93,1923-05-27,"Henry Alfred Kissinger (</span>/</span></span>; ; born Heinz Alfred Kissinger; May 27, 1923) is an American statesman, political scientist, diplomat and geopolitical consultant who served as United States Secretary of State and National Security Advisor under the presidential administrations of Richard Nixon and Gerald Ford. A Jewish refugee who fled Nazi Germany with his family in 1938, he became National Security Advisor in 1969 and U.S. Secretary of State in 1973. For his actions negotiating a ceasefire in Vietnam, Kissinger received the 1973 Nobel Peace Prize under controversial circumstances, with two members of the committee resigning in protest. Kissinger later sought, unsuccessfully, to return the prize after the ceasefire failed.
",UNITED STATES,1,1,Alfred,0.0,Henry,,Kissinger
94,1917-11-19,"Indira Priyadarshini Gandhi (; née Nehru; November 19, 1917 – October 31, 1984), was an Indian politician, stateswoman and a central figure of the Indian National Congress. She was the first and, to date, the only female Prime Minister of India. Indira Gandhi was the daughter of Jawaharlal Nehru, the first prime minister of India. Despite her surname Gandhi, she is not related to the family of Mahatma Gandhi; Gandhi is a common surname in Gujarat. She served as Prime Minister from January 1966 to March 1977 and again from January 1980 until her assassination in October 1984, making her the second longest-serving Indian Prime Minister after her father.
",INDIA,1,1,Priyadarshini,0.0,Indira,Politician,Gandhi
95,1948-06-21,"Ian Russell McEwan  (born 21 June 1948) is an English novelist and screenwriter. In 2008, The Times featured him on their list of ""The 50 greatest British writers since 1945"" and The Daily Telegraph ranked him number 19 in their list of the ""100 most powerful people in British culture"".
",UNITED KINGDOM,1,0,Russell,0.0,Ian,"<td class=""role"" style=""line-height:1.4em;"">Novelist, screenwriter",McEwan
96,1966-01-13,"Patrick Galen Dempsey (born January 13, 1966) is a Scottish American actor, best known for his role as neurosurgeon Derek ""McDreamy"" Shepherd in Grey's Anatomy, starring with Ellen Pompeo (Dr. Meredith Grey). He saw early success as an actor, starring in a number of films in the 1980s, including Can't Buy Me Love (1987) and Loverboy (1989). In the 1990s, he mostly appeared in smaller roles in film, such as Outbreak (1995) and television, before landing a lead role in Sweet Home Alabama (2002), a surprise box office hit. He has since starred in other films, including Enchanted (2007), Made of Honor (2008), Valentine's Day (2010), Flypaper (2011), Freedom Writers (2007), Transformers: Dark of the Moon (2011), and Bridget Jones's Baby (2016).
",UNITED STATES,1,0,Galen,0.0,Patrick,"Actor, Race car driver",Dempsey
97,1973-03-09,"Matteo Salvini (; born 9 March 1973) is an Italian politician serving as Deputy Prime Minister of Italy and Minister of the Interior since 1 June 2018. He has also been Federal Secretary of Northern League since December 2013 and the leader of Us with Salvini since December 2014. He has been a Senator in the Italian Senate since March 2018. He previously served as a Member of the European Parliament (MEP) for the constituency of North-West Italy from 2004 to 2018.
",ITALY,1,1,,0.0,Matteo,,Salvini
98,1980-12-18,"Christina María Aguilera (; born December 18, 1980)  is an American singer, songwriter, actress and television personality. Her work has earned her five Grammy Awards, one Latin Grammy Award, and a star on the Hollywood Walk of Fame. She has sold more than 75 million records worldwide, making her one of the world's best-selling music artists. In 2009, she ranked at number 58 on Rolling Stones list of 100 Greatest Singers of All Time, thereby becoming the youngest and the only artist under 30 to be named. Billboard recognized her as the 20th most successful artist of the 2000s, and in 2013, Time included Aguilera on their annual list of the 100 most influential people in the world.
",UNITED STATES,1,0,María,0.0,Christina,"Singer, songwriter, actress, television personality",Aguilera
99,NA,NA,,0,0,NA,NA,Monica,NA,Prodon
100,1949-08-31,"Richard Tiffany Gere (IPA: </span>/</span></span>, pronunciation respelling: <i title=""English pronunciation respelling"">geer; born August 31, 1949) is an American actor. He began in films in the 1970s, playing a supporting role in Looking for Mr. Goodbar (1977) and a starring role in Days of Heaven (1978). He came to prominence with his role in the film American Gigolo (1980), which established him as a leading man and a sex symbol. He went on to star in many well-received films, including An Officer and a Gentleman (1982), The Cotton Club (1984), Pretty Woman (1990), Primal Fear (1996), Runaway Bride (1999), I'm Not There (2007), Arbitrage (2012) and Norman: The Moderate Rise and Tragic Fall of a New York Fixer (2016). For portraying Billy Flynn in the Academy Award-winning musical Chicago (2002), he won a Golden Globe Award and a Screen Actors Guild Award as part of the cast.
",UNITED KINGDOM,1,0,Tiffany,0.0,Richard,Actor,Gere
101,1972-04-09,"Alain Berset (born 9 April 1972) is a Swiss politician of the Social Democratic Party. Since 1 January 2012, he is a member of the Swiss Federal Council, the seven member Swiss executive, and head of the Federal Department of Home Affairs (the Swiss interior minister). On 1 January 2018, he took office as President of the Swiss Confederation, head of the Federal Council; at age 45, Berset is the youngest President of the Confederation since Marcel Pilet-Golaz in 1934. Before being elected to the Federal Council in December 2011, he was a member of the Swiss Council of States for the Canton of Fribourg since 2003, serving as the chamber's president during the 2008/2009 term.
",SWITZERLAND,1,1,,0.0,Alain,,Berset
102,1929-08-24,"Mohammed Yasser Abdel Rahman Abdel Raouf Arafat al-Qudwa al-Husseini (</span>, <wbr/></span>/</span></span>; Arabic: ‎‎; 24 August 1929 – 11 November 2004), popularly known as Yasser Arafat (Arabic: ‎ , <i lang=""ar-Latn"" title=""Arabic-language transliteration"">Yāsir `Arafāt) or by his kunya Abu Ammar (Arabic: ‎ , <i lang=""ar-Latn"" title=""Arabic-language transliteration"">'Abū `Ammār), was a Palestinian political leader. He was Chairman of the Palestine Liberation Organization (PLO) from 1969 to 2004 and President of the Palestinian National Authority (PNA) from 1994 to 2004. Ideologically an Arab nationalist, he was a founding member of the Fatah political party, which he led from 1959 until 2004.
",PALESTINIAN TERRITORY,1,1,,0.0,Arafat,Civil engineer,Yasser
103,NA,NA,,0,0,NA,NA,Enrico,NA,Tibaldi
104,1975-10-05,"Kate Elizabeth Winslet,  (born 5 October 1975) is an English actress. She is particularly known for her work in period dramas and tragedies, and is often drawn to portraying troubled women. Winslet is the recipient of several accolades, including three British Academy Film Awards, and is among the few performers to have won Academy, Emmy, and Grammy Awards.
",UNITED KINGDOM,1,0,Elizabeth,0.0,Kate,Actress,Winslet
105,NA,NA,,1,0,NA,NA,Tenzin,NA,Gyatso
106,NA,NA,,0,0,NA,NA,Paola,NA,Tofani
107,NA,NA,,0,1,NA,NA,Leo,NA,Gaillard
108,1948-09-20,,UNITED STATES,1,0,,0.0,George R. R.,"Novelist, short story writer, screenwriter",Martin
109,1954-02-18,"John Joseph Travolta (born February 18, 1954) is an American actor, film producer, dancer, singer and pilot. Travolta first became known in the 1970s, after appearing on the television series Welcome Back, Kotter (1975–1979) and starring in the box office successes Saturday Night Fever (1977) and Grease (1978). His acting career declined through the 1980s, but enjoyed a resurgence in the 1990s with his role in Pulp Fiction (1994), and he has since starred in films such as Get Shorty, Broken Arrow, Face/Off, Swordfish, Be Cool, Wild Hogs, Hairspray, and The Taking of Pelham 123.
",UNITED STATES,1,0,Joseph,0.0,John,"Actor, producer, singer, dancer",Travolta
110,NA,NA,,0,1,NA,NA,Dylan,NA,Montefusco
111,NA,NA,,0,0,NA,NA,Martina,NA,Merli
112,1969-07-24,"Jennifer Lynn Lopez (born July 24, 1969) is an American singer, actress, dancer and producer. In 1991, Lopez began appearing as a Fly Girl dancer on In Living Color, where she remained a regular until she decided to pursue an acting career in 1993. For her first leading role in the 1997 Selena biopic of the same name, Lopez received a Golden Globe nomination and became the first Latin actress to earn over US$1 million for a film. She went on to star in Anaconda (1997) and Out of Sight (1998), later establishing herself as the highest-paid Latin actress in Hollywood.
",UNITED STATES,1,0,Lynn,0.0,Jennifer,"Singer, actress, dancer, producer",Lopez
113,1970-04-29,"Uma Karuna Thurman (born April 29, 1970) is an American actress and model. She has performed in a variety of films, ranging from romantic comedies and dramas to science fiction and action movies. Following her appearances on the December 1985 and May 1986 covers of British Vogue, Thurman starred in Dangerous Liaisons (1988).  She rose to international prominence with her performance in Pulp Fiction (1994), for which she was nominated for the Academy Award, the BAFTA Award, and the Golden Globe Award for Best Supporting Actress. Often hailed as Quentin Tarantino's muse, she reunited with the director to play the main role in both Kill Bill films (2003–2004), which brought her two additional Golden Globe Award nominations.
",UNITED STATES,1,0,Karuna,0.0,Uma,"Actress, model",Thurman
114,1947-03-25,"Sir Elton Hercules John  (born Reginald Kenneth Dwight, 25 March 1947) is an English singer, pianist, and composer. He has worked with lyricist Bernie Taupin as his songwriting partner since 1967; they have collaborated on more than 30 albums. John has sold more than 300million records, making him one of the best-selling music artists in the world. He has more than fifty Top 40 hits, including seven consecutive number one albums in the U.S., 58 Billboard Top 40 singles, 27 Top 10, four which reached number two and nine which reached number one. His tribute single ""Candle in the Wind 1997"", rewritten in dedication to Diana, Princess of Wales, sold over 33million copies worldwide and is the best-selling single in the history of the UK and U.S. singles charts. He has also composed music, produced records, and has occasionally acted in films.
",UNITED KINGDOM,1,0,Sir  Hercules,0.0,Elton,"Musician, singer-songwriter, composer",John
115,1947-04-12,"David Michael Letterman (born April 12, 1947) is an American television host, comedian, writer, and producer. He hosted late night television talk shows for 33 years, beginning with the February 1, 1982, debut of Late Night with David Letterman on NBC, and ending with the May 20, 2015, broadcast of Late Show with David Letterman on CBS. In total, Letterman hosted 6,028 episodes of Late Night and Late Show, surpassing friend and mentor Johnny Carson as the longest-serving late night talk show host in American television history. In 1996 Letterman was ranked 45th on TV Guides 50 Greatest TV Stars of All Time. In 2002, The Late Show with David Letterman was ranked seventh on TV Guide's 50 Greatest TV Shows of All Time.
",UNITED STATES,1,0,Michael,0.0,David,,Letterman
116,NA,NA,,1,1,NA,NA,Suo Kyi,NA,Aung san
117,1952-02-07,"<br/>
Vasco Rossi (born 7 February 1952), also known as Vasco or with the nickname Il Blasco, is an Italian singer-songwriter. During his career, he has published 30 albums (not including unofficial releases) and has written over 250 songs, as well as lyrics for other artists.  He calls himself a ""provoca(u)tore"" (an Italian portmanteau for ""provoking author"") as throughout his career he has been regularly criticized over his choice of lifestyle and the lyrics in his songs. With more than 35 millions of copies sold, he is one of the best-selling Italian singers.
",ITALY,1,0,,0.0,Vasco,singer,Rossi
118,NA,NA,,1,0,NA,NA,J.K.,NA,Rowling
119,1969-03-27,"Mariah Carey (born March 27, 1969 or 1970) is an American singer and songwriter. Referred to as the ""Songbird Supreme"" by the Guinness World Records, she is noted for her five-octave vocal range, power, melismatic style, and signature use of the whistle register. She rose to superstardom in 1990 after signing to Columbia Records and releasing her eponymous debut album, which peaked atop the Billboard 200. Carey became the first and only artist to have their first five singles reach number-one on the U.S. Billboard Hot 100 chart, from ""Vision of Love"" to ""Emotions"".
",UNITED STATES,1,0,,0.0,Mariah,"Singer, songwriter, actress, record producer",Carey
120,NA,NA,,0,1,NA,NA,Jacky,NA,Colomb
121,NA,NA,,1,1,NA,NA,Franklin,NA,Roosvelt
122,NA,NA,,1,1,NA,NA,Pepe,NA,Mujica
123,1985-03-26,"Keira Christina Knightley  (born 26 March 1985) is an English actress. She has worked in the British and American film industries, and has starred in Broadway and West End theatre productions. She has won an Empire Award and multiple nominations for British Academy, Golden Globe, and Academy Awards.
",UNITED KINGDOM,1,0,Christina,0.0,Keira,Actress,Knightley
124,NA,NA,,0,1,NA,NA,Georges,NA,Borer
125,1946-12-18,"Steven Allan Spielberg   (born December 18, 1946) is an American filmmaker. He is considered one of the founding pioneers of the New Hollywood era and one of the most popular directors and producers in film history.
",UNITED STATES,1,0,Allan,0.0,Steven,Filmmaker,Spielberg
126,1947-07-30,"Arnold Alois Schwarzenegger (</span>/</span></span>; ; born July 30, 1947) is an Austrian-American actor, filmmaker, businessman, investor, author, philanthropist, activist, politician, and former professional bodybuilder and powerlifter. He served two terms as the 38th Governor of California from 2003 to 2011.
",UNITED STATES,1,1,Alois,0.0,Arnold,,Schwarzenegger
127,NA,NA,,0,1,NA,NA,Franca,NA,Filippini
128,NA,NA,,0,0,NA,NA,Rossella,NA,Tomasi
129,1974-03-24,"Alyson Lee Hannigan (born March 24, 1974) is an American actress. She is best known for her roles as Willow Rosenberg on the television series Buffy the Vampire Slayer (1997–2003), Lily Aldrin on the sitcom How I Met Your Mother (2005–2014), and Michelle Flaherty in the American Pie film series (1999–2012).
",UNITED STATES,1,0,Lee,0.0,Alyson,"Actress, television host",Hannigan
130,NA,NA,,1,0,NA,NA,Marshall Bruce ,NA,Mathers III
131,1946-07-06,"George Walker Bush (born July 6, 1946) is an American politician who served as the 43rd President of the United States from 2001 to 2009. He had previously served as the 46th Governor of Texas from 1995 to 2000.
",UNITED STATES,1,1,Walker,0.0,George,"Businessman, politician",Bush
132,NA,NA,,0,1,NA,NA,Riccardo,NA,Dall'Olio
133,NA,NA,,0,1,NA,NA,Marco,NA,Carenza
134,NA,NA,,0,0,NA,NA,Florin,NA,Dinu
135,NA,NA,,0,0,NA,NA,Elena,NA,Peta
136,1985-02-05,"Cristiano Ronaldo dos Santos Aveiro  (; born 5 February 1985) is a Portuguese professional footballer who plays as a forward for Italian club Juventus and the Portugal national team. Often considered the best player in the world and  regarded by many as one of the greatest players of all time, Ronaldo has a record-tying five Ballon d'Or awards, the most for a European player, and is the first player to win four European Golden Shoes. He has won 26 trophies in his career, including five league titles, five UEFA Champions League titles and one UEFA European Championship. A prolific goalscorer, Ronaldo holds the records for most official goals scored in Europe's top-five leagues (404), the UEFA Champions League (121), the UEFA European Championship (9), as well as those for most assists in the UEFA Champions League (34) and the UEFA European Championship (6). He has scored over 680 senior career goals for club and country.
",PORTUGAL,1,0,dos Santos Aveiro,0.0,Ronaldo,,Cristiano
137,NA,NA,,0,1,NA,NA,Nathalie,NA,Jaccard
138,1962-11-19,"Alicia Christian ""Jodie"" Foster (born November 19, 1962) is an American actress, director, and producer. She has received two Academy Awards, three British Academy Film Awards, two Golden Globe Awards, a Screen Actors Guild Award and the Cecil B DeMille Award. For her work as a director, Foster has been nominated for two Directors Guild of America Awards and a Primetime Emmy Award.
",UNITED STATES,1,0,"Alicia Christian """"",0.0,Jodie,"Actress, director, producer",Foster
139,1939-03-29,"Terence Hill (born Mario Girotti; 29 March 1939) is an Italian actor, film director, screenwriter and film producer.
",ITALY,1,0,,0.0,Terence,"Actor, film director, screenwriter, film producer",Hill
140,1971-12-25,"Justin Pierre James Trudeau  (</span>/</span></span>; ; born December 25, 1971) is a Canadian politician serving as the 23rd and current Prime Minister of Canada since 2015 and Leader of the Liberal Party since 2013. Trudeau is the second-youngest Canadian Prime Minister, after Joe Clark; he is also the first to be related to a previous holder of the post, as the eldest son of Pierre Trudeau.
",CANADA,1,1,Pierre James,0.0,Justin,"Teacher,Politician",Trudeau
141,1973-06-15,"Neil Patrick Harris (born June 15, 1973) is an American actor, writer, producer, comedian, magician, and singer. He is known primarily for his comedy roles on television and his dramatic and musical stage roles. On television, he is known for playing the title character on Doogie Howser, M.D. (1989–1993), Barney Stinson on How I Met Your Mother (2005–2014, for which he was nominated for four Emmy Awards), and  Count Olaf in A Series of Unfortunate Events (2017–present).
",UNITED STATES,1,0,Patrick,0.0,Neil,"Actor, writer, producer, comedian, magician, singer",Harris
142,NA,NA,,0,1,NA,NA,Anne-Catherine,NA,Aubert-Despland
143,1949-04-20,"Massimo D'Alema (; born 20 April 1949) is an Italian politician who was the 53rd Prime Minister from 1998 to 2000. Later he was Deputy Prime Minister and Minister of Foreign Affairs from 2006 to 2008. He is also a journalist and served for a time as national secretary of the Democratic Party of the Left (PDS). 
Sometimes media refers to him as Leader Maximo, due to his first name Massimo, but also for his dominant position in the left-wing coalitions during the Second Republic. Earlier in his career he was a member of the Italian Communist Party, and he was the first former communist to become prime minister of a NATO country.
",ITALY,1,1,,0.0,Massimo,,D'Alema
144,NA,NA,,1,1,NA,NA,Pedro,NA,Sanchez
145,1879-11-07,"Leon Trotsky (</span>/</span></span>; born Lev Davidovich Bronstein; 7 November [O.S. 26 October] 1879 – 21 August 1940) was a Russian revolutionary, Marxist theorist, and Soviet politician whose particular strain of Marxist thought is known as Trotskyism.
",RUSSIAN FEDERATION,1,1,,0.0,Leon,,Trotsky
146,1962-07-03,,UNITED STATES,1,0,,0.0,Tom,"Actor, producer",Cruise
147,1964-09-30,"Monica Anna Maria Bellucci (, born 30 September 1964) is an Italian actress and model. Bellucci began her career as a fashion model, modeling for the likes of Dolce & Gabbana and Dior, before making a transition to Italian films and later Hollywood films. She is often considered among the most beautiful women in the world.
",ITALY,1,0,Anna Maria,0.0,Monica,Actress • fashion model,Bellucci
148,NA,NA,,0,1,NA,NA,Marta,NA,Pinto
149,1963-03-27,"Quentin Jerome Tarantino (</span>/</span></span>; born March 27, 1963) is an American director, writer, and actor. His films are characterized by nonlinear storylines; satirical subject matter; an aestheticization of violence; extended scenes of dialogue; ensemble casts consisting of established and lesser-known performers; references to popular culture and a wide variety of other films; soundtracks primarily containing songs and score pieces from the 1960s to the 1980s; and features of neo-noir film.
",UNITED STATES,1,0,Jerome,0.0,Quentin,"Director, writer, actor",Tarantino
150,1911-02-06,"Ronald Wilson Reagan (</span>/</span></span>; February 6, 1911 – June 5, 2004) was an American politician and actor who served as the 40th President of the United States from 1981 to 1989. Prior to the presidency, he was a Hollywood actor and trade union leader before serving as the 33rd Governor of California from 1967 to 1975.
",UNITED STATES,1,1,Wilson,0.0,Ronald,"Actor, politician, sports commentator",Reagan
151,NA,NA,,0,0,NA,NA,Marcela,NA,Rincon
152,NA,NA,,0,0,NA,NA,Ursula,NA,Utz
153,1969-10-11,"Jury Dimitri Chechi Commendatore OMRI (; born 11 October 1969) is a retired Italian gymnast.
",ITALY,1,0,Dimitri,0.0,Jury,,Chechi
154,NA,NA,,0,1,NA,NA,Giancarlo,NA,Benaglia
155,NA,NA,,0,1,NA,NA,Philippe,NA,Deriaz
156,NA,NA,,0,0,NA,NA,Paola,NA,Minelli
157,1986-07-06,"Luigi Di Maio (; born 6 July 1986) is an Italian politician serving as Deputy Prime Minister of Italy and Minister of Economic Development, Labour and Social Policies since 1 June 2018. He previously served as Vice President of the Chamber of Deputies in the XVII Italian legislature. He is the leader of the Five Star Movement, an anti-establishment party founded by Beppe Grillo.
",ITALY,1,1,,0.0,Luigi,,Di Maio
158,NA,NA,,0,0,NA,NA,Nadim,NA,Akhtar
159,1977-08-22,"Jonas Kocher is a musician and composer born in Nyon (Switzerland) in 1977. He is based in Biel/Bienne (Switzerland) since the late 1990s. 
",SWITZERLAND,0,1,,0.0,Jonas,,Kocher
160,NA,NA,,1,0,NA,NA,Sumner,NA,Gordon Matthew Thomas
161,1967-10-28,"Julia Fiona Roberts (born October 28, 1967) is an American actress and producer. She became a Hollywood star after headlining the romantic comedy Pretty Woman (1990), which grossed $464 million worldwide. She has won three Golden Globe Awards (out of eight nominations) and has been nominated for four Academy Awards for her film acting, winning the Academy Award for Best Actress for her performance in Erin Brockovich (2000).
",UNITED STATES,1,0,Fiona,0.0,Julia,"Actress, producer",Roberts
162,NA,NA,,0,1,NA,NA,Chloe,NA,Besse
163,NA,NA,,0,1,NA,NA,Melanie,NA,Wyss
164,1981-06-09,"Natalie Portman (born Neta-Lee Hershlag; June 9, 1981) is a film actress, producer, and director with dual Israeli and American citizenship. She is the recipient of various accolades, including an Academy Award and two Golden Globe Awards.
",UNITED STATES,1,0,,0.0,Natalie,"Actress, film producer, director",Portman
165,NA,NA,,0,1,NA,NA,Thierry,NA,Campiche
166,1975-06-04,"Angelina Jolie (</span>/</span></span> <i title=""English pronunciation respelling"">joh-; born Angelina Jolie Voight, June 4, 1975) is an American actress, filmmaker, and humanitarian. She has received an Academy Award, two Screen Actors Guild Awards, and three Golden Globe Awards, and has been cited as Hollywood's highest-paid actress. Jolie made her screen debut as a child alongside her father, Jon Voight, in Lookin' to Get Out (1982). Her film career began in earnest a decade later with the low-budget production Cyborg 2 (1993), followed by her first leading role in a major film, Hackers (1995). She starred in the critically acclaimed biographical cable films George Wallace (1997) and Gia (1998), and won an Academy Award for Best Supporting Actress for her performance in the drama Girl, Interrupted (1999).
",UNITED KINGDOM,1,0,Voight,0.0,Angelina,"Actress, filmmaker, activist",Jolie
167,1965-04-04,"Robert John Downey Jr. (born April 4, 1965) is an American actor and singer. His career has included critical and popular success in his youth, followed by a period of substance abuse and legal difficulties, and a resurgence of commercial success in middle age. For three consecutive years from 2012 to 2015, Downey topped the Forbes list of Hollywood's highest-paid actors, making an estimated $80 million in earnings between June 2014 and June 2015.
",UNITED STATES,1,0,John  Jr.,0.0,Robert,"Actor, singer-songwriter",Downey
168,1966-08-20,"Enrico Letta (; born 20 August 1966) is an Italian politician who was Prime Minister of Italy from 2013 to 2014, leading a grand coalition comprising the centre-left Democratic Party, the centre-right People of Freedom, and the centrist Civic Choice. He has also been a Member of the Chamber of Deputies since 2006. Letta was Minister of European Affairs from 1998 to 1999 and Minister of Industry from 1999 to 2001, and served as Secretary to the Council of Ministers from 2006 to 2008.
",ITALY,1,1,,0.0,Enrico,,Letta
169,NA,NA,,0,0,NA,NA,Catarina,NA,Barreira de Sousa
170,NA,NA,,0,0,NA,NA,Roberto,NA,Bertoni
171,1942-07-13,"Harrison Ford (born July 13, 1942) is an American actor, writer and film producer. He gained worldwide fame for his starring roles as Han Solo in the Star Wars film series and as the title character of the Indiana Jones film series. Five of his movies are within the 30 top-grossing movies of all time at the US box office (when adjusted for inflation). Ford is also known for playing Rick Deckard in the neo-noir dystopian science fiction film Blade Runner (1982) and its sequel Blade Runner 2049 (2017); John Book in the thriller Witness (1985), for which he was nominated for the Academy Award for Best Actor; and Jack Ryan in the action films Patriot Games (1992) and Clear and Present Danger (1994).
",UNITED STATES,1,0,,0.0,Harrison,"Actor, producer",Ford
172,1925-10-13,"Margaret Hilda Thatcher, Baroness Thatcher,  (née Roberts; 13 October 1925 – 8 April 2013) was a British stateswoman who served as Prime Minister of the United Kingdom from 1979 to 1990 and Leader of the Conservative Party from 1975 to 1990. She was the longest-serving British prime minister of the 20th century and the first woman to hold that office. A Soviet journalist dubbed her ""The 'Iron Lady"", a nickname that became associated with her uncompromising politics and leadership style. As Prime Minister, she implemented policies known as Thatcherism.
",UNITED KINGDOM,1,1,"Hilda , Baroness",0.0,Margaret,"Barrister, company director, chemist, politician, statesman",Thatcher
173,NA,NA,,0,1,NA,NA,Gabriele,NA,Minghetti
174,NA,NA,,0,1,NA,NA,Eric,NA,Zuger
175,NA,NA,,0,0,NA,NA,Federico,NA,Bellentani
176,NA,NA,,1,0,NA,NA,Robyn,NA,Fenty
177,1980-10-21,"Kimberly Noel Kardashian West (</span>/</span></span>; born October 21, 1980) is an American reality television personality, entrepreneur and socialite. Kardashian first gained media attention as a friend and stylist of Paris Hilton, but received wider notice after a 2003 sex tape with her former boyfriend Ray J was leaked in 2007. Later that year, she and her family began to appear in the E! reality television series Keeping Up with the Kardashians. Its success soon led to the creation of spin-offs including Kourtney and Kim Take New York and Kourtney and Khloé Take Miami. Kardashian's personal life soon became subject to widespread media attention.
",UNITED STATES,1,0,berly Noel  West,0.0,Kim,"Television personality, socialite, actress, businesswoman, model",Kardashian
178,NA,NA,,1,0,NA,NA,Kate Isobelle,NA,Furler
179,1972-08-30,"Cameron Michelle Diaz (born August 30, 1972) is an American actress, producer, author, and fashion model. She has frequently appeared in comedies throughout her career, while also earning critical recognition in dramatic films. Her accolades include four Golden Globe Award nominations, three Screen Actors Guild Award nominations, and a  New York Film Critics Award. In 2013, she was named the highest-paid actress over 40 in Hollywood. As of  2018, the U.S. domestic box office grosses of Diaz's films total over $3 billion USD, with worldwide grosses surpassing $7 billion, making her the fifth highest-grossing U.S. domestic box office actress.
",UNITED STATES,1,0,Michelle,0.0,Cameron,"Actress, producer, model, author",Diaz
180,1981-12-02,"Britney Jean Spears (born December 2, 1981) is an American singer, songwriter, dancer, and actress. Born in McComb, Mississippi, and raised in Kentwood, Louisiana, she appeared in stage productions and television series, before signing with Jive Records in 1997. Spears's first two studio albums, ...Baby One More Time (1999) and Oops!... I Did It Again (2000), were global successes and made her the best-selling teenage artist of all-time. Referred to as the ""Princess of Pop"", Spears was credited with influencing the revival of teen pop during the late 1990s and early 2000s.
",UNITED STATES,1,0,Jean,0.0,Britney,"Singer, dancer, actress",Spears
181,NA,NA,,0,0,NA,NA,Aurelio,NA,Bay
182,1958-09-22,"Andrea Bocelli,  (; born 22 September 1958) is an Italian singer, songwriter, and record producer. Celine Dion has said that ""if God would have a singing voice, he must sound a lot like Andrea Bocelli,"" and David Foster, a record producer, often describes Bocelli's voice as the most beautiful in the world.
",ITALY,1,0,,0.0,Andrea,,Bocelli
183,1991-02-17,"Edward Christopher Sheeran,  (</span>/</span></span>; born 17 February 1991) is an English singer, songwriter, guitarist, record producer, and actor. Sheeran was born in Halifax, West Yorkshire, and raised in Framlingham, Suffolk. He attended the Academy of Contemporary Music in Guildford as an undergraduate from the age of 18 in 2009. In early 2011, Sheeran independently released the extended play, No. 5 Collaborations Project.
",UNITED KINGDOM,1,0,ward Christopher,0.0,Ed,"Singer, songwriter, record producer, guitarist, actor",Sheeran
184,NA,NA,,0,0,NA,NA,Luca,NA,Pescatore
185,NA,NA,,0,1,NA,NA,Yves,NA,Felix
186,1958-03-10,"Sharon Vonne Stone (born March 10, 1958) is an American actress, producer, and former fashion model. After modelling in television commercials and print advertisements, she made her film debut as an extra in Woody Allen's comedy-drama Stardust Memories (1980). Her first speaking part was in Wes Craven's horror film Deadly Blessing (1981), and throughout the 1980s, Stone went on to appear in films such as Irreconcilable Differences (1984), King Solomon's Mines (1985), Cold Steel (1987), and Above the Law (1988). She found mainstream prominence with her part in Paul Verhoeven's action film Total Recall (1990).
",UNITED STATES,1,0,Vonne,0.0,Sharon,"Actress, model, film producer",Stone
187,1917-05-29,"John Fitzgerald ""Jack"" Kennedy (May 29, 1917 – November 22, 1963), commonly referred to by his initials JFK, was an American politician who served as the 35th President of the United States from January 1961 until his assassination in November 1963. He served at the height of the Cold War, and the majority of his presidency dealt with managing relations with the Soviet Union. A member of the Democratic Party, Kennedy represented Massachusetts in the U.S. House of Representatives and Senate prior to becoming president.
",UNITED STATES,1,1,"Fitzgerald ""Jack""",0.0,John,,Kennedy
188,1981-08-08,"Roger Federer (; born 8 August 1981) is a Swiss professional tennis player who is currently ranked world No. 3 in men's singles tennis by the Association of Tennis Professionals (ATP). Federer has won 20 Grand Slam singles titles—the most in history for a male player—and has held the world No. 1 spot in the ATP rankings for a record total of 310 weeks, including a record 237 consecutive weeks. After turning professional in 1998, he was continuously ranked in the top ten from October 2002 to November 2016. He re-entered the top ten following his victory at the 2017 Australian Open.
",SWITZERLAND,1,0,,0.0,Roger,,Federer
189,1981-09-26,"Serena Jameka Williams (born September 26, 1981) is an American professional tennis player. The Women's Tennis Association (WTA) ranked her world No. 1 in singles on eight separate occasions between 2002 and 2017. She reached the No. 1 ranking for the first time on July 8, 2002. On her sixth occasion, she held the ranking for 186 consecutive weeks, tying the record set by Steffi Graf. In total, she has been No. 1 for 319 weeks, which ranks third in the ""Open Era"" among female players behind Graf and Martina Navratilova.
",UNITED STATES,1,0,Jameka,0.0,Serena,,Williams
